Timestamp,"Generation, Active Gross Power (MW)","Generation, Reactive Gross Power (MVAR)","OEC, Exhaust Pressure Turbine CW (Bara)","OEC, Exhaust Pressure Turbine CCW (Bara)",Ambient Temp (C),"Spesific Steam - Brine, Consumption (kg/MW)","Steam, Main Steam Press (barg)","Steam, Main Steam Temp (C)","Brine, Brine Header Press (barg)","Brine, Brine Header Temp (C)","IJN-6-1, WHP (barg)","IJN-6-1, Valve Open (%)","IJN-6-1, 2 Phase Line Press (barg)","IJN-6-1, 2 Phase Line Temp (C)","IJN-6-2, WHP (barg)","IJN-6-2, Valve Open (%)","IJN-6-2, 2 Phase Line Press (barg)","IJN-6-2, 2 Phase Line Temp (C)","IJN-6-3, WHP (barg)","IJN-6-3, Valve Open (%)","IJN-6-3, 2 Phase Line Press (barg)","IJN-6-3, 2 Phase Line Temp (C)","IJN-6-4, WHP (barg)","IJN-6-4, Valve Open (%)","IJN-6-4, 2 Phase Line Press (barg)","IJN-6-4, 2 Phase Line Temp (C)","Pad 6, Separator Temp (C)","Pad 6, Separator Pressure (barg)","Pad 6, Steam Flow (kg/s)","IJN-8-1, WHP (barg)","IJN-8-1, Valve Open (%)","IJN-8-1, 2 Phase Line Press (barg)","IJN-8-1, 2 Phase Line Temp (C)","IJN-8-2, WHP (barg)","IJN-8-2, Valve Open (%)","IJN-8-2, 2 Phase Line Press (barg)","IJN-8-2, 2 Phase Line Temp (C)","Pad 8, Separator Temp (C)","Pad 8, Separator Pressure (barg)","Pad 8, Separator Temp (kg/s)","Pad 6 & Pad 8, Main Steam Flowrate (kg/s)","Pad 6 & Pad 8, Brine Flowrate (kg/s)","Pad 6 & Pad 8, Total Flowrate (kg/s)","IJN-5-1, Injection Press (Bara)","IJN-5-1, Injection Flow (kg/s)","IJN-5-1, Injection Temp (C)","IJN-5-1, Valve Open (%)","IJN-5-1, WHP (barg)","DUPE, IGNORE (1)","DUPE, IGNORE(2)","Header Reinjection Pump, Temperature (C)","Header Reinjection Pump, Pressure (Bara)","Brine Bypass Pre-heater, Opening CV-A (%)","Brine Bypass Pre-heater, Opening CV-B (%)","Preheater, Outlet Temp (C)","Separator IJN-6, Opening Brine Dump Valve A (%)","Separator IJN-6, Opening Brine Dump Valve B (%)","Separator IJN-8, Opening Brine Dump Valve A (%)","Separator IJN-8, Opening Brine Dump Valve B (%)","Rock Muffler, Opening Steam Dump Valve A (%)","Rock Muffler, Opening Steam Dump Valve B (%)",Source DGR,Delta Pressure_Barg
22-06-2025 0000H,33.785,4.547,0.867,0.9,18.225,3.99,12.526,192.379,15.928,194.034,28.41,29.989,14.079,198.398,31.298,14.991,13.661,195.37,19.273,40.967,13.918,195.509,19.509,41.053,13.869,196.845,194.188,13.007,47.366,0.021,9.971,0.0,80.277,21.271,48.275,13.246,190.593,193.908,12.882,3.116,52.548,82.245,134.793,11.447,130.316,98.112,14.926,6.45,,,79.347,14.18,2.487,1.798,93.59,2.939,0.138,1.495,31.537,2.172,1.722,Daily Generation Report_2025.06.21.xlsx,1.748
01-08-2025 0100H,34.804,5.715,0.878,0.907,17.588,2.548,12.485,192.249,17.452,193.481,21.82,44.015,14.251,199.136,31.046,19.758,13.751,195.949,19.803,40.004,14.056,196.029,20.476,40.053,13.964,196.664,194.375,13.056,51.584,0.0,9.97,0.0,85.867,19.384,65.81,13.234,190.599,193.889,12.875,3.054,61.08,27.602,88.682,14.313,143.407,121.122,99.964,14.291,17.452,193.481,118.53,14.452,24.958,0.794,90.359,4.087,0.201,9.232,0.085,0.402,0.368,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 0200H,34.701,4.994,0.894,0.917,17.627,2.555,12.485,192.246,17.448,193.47,21.827,44.014,14.249,199.128,31.048,19.758,13.747,195.93,19.707,40.003,14.046,195.981,20.489,40.053,13.962,196.639,194.372,13.056,51.466,0.0,9.97,0.0,85.796,19.388,65.806,13.235,190.569,193.889,12.876,3.077,61.033,27.641,88.674,14.315,143.231,121.187,99.964,14.293,17.448,193.47,118.547,14.448,24.947,0.788,90.336,3.99,0.2,9.016,0.085,0.396,0.37,Daily Generation Report_2025.08.01.xlsx,2.999
01-08-2025 0300H,34.635,4.76,0.911,0.928,17.764,2.559,12.487,192.25,17.451,193.454,21.734,44.51,14.267,199.172,31.05,19.758,13.755,195.93,19.679,40.002,14.05,195.96,20.494,40.066,13.97,196.64,194.384,13.06,51.514,0.0,9.973,0.0,85.699,19.392,66.432,13.238,190.534,193.897,12.878,3.077,61.126,27.522,88.648,14.319,143.163,121.286,99.964,14.297,17.451,193.454,118.757,14.451,24.982,0.786,90.548,4.231,0.2,9.076,0.085,0.39,0.372,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 0400H,34.923,6.721,0.921,0.936,17.897,2.531,12.488,192.254,17.48,193.477,21.535,45.173,14.317,199.327,31.053,19.758,13.794,196.034,19.759,40.001,14.093,196.103,20.494,41.071,14.025,196.778,194.436,13.076,52.235,0.0,9.974,0.0,85.571,19.39,68.879,13.244,190.533,193.915,12.883,3.061,61.817,26.59,88.407,14.346,143.13,121.395,99.963,14.324,17.48,193.477,118.692,14.48,25.025,0.785,90.466,5.313,0.199,9.711,0.085,0.389,0.371,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 0500H,35.29,8.369,0.93,0.945,18.113,2.5,12.49,192.26,17.506,193.531,21.441,45.181,14.352,199.436,31.059,19.757,13.825,196.127,19.776,40.001,14.126,196.205,20.546,42.069,14.079,197.052,194.496,13.094,52.989,0.0,9.974,0.0,85.435,19.384,70.702,13.25,190.55,193.935,12.889,3.062,62.551,25.68,88.232,14.37,143.129,121.369,99.963,14.348,17.506,193.531,118.791,14.507,25.178,0.785,90.428,5.492,0.196,9.993,0.085,0.388,0.37,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 0600H,35.345,7.536,0.914,0.942,18.25,2.497,12.49,192.266,17.492,193.558,21.442,45.027,14.332,199.38,31.062,19.754,13.807,196.09,19.699,40.003,14.096,196.103,20.37,41.408,14.052,197.181,194.492,13.091,52.888,0.0,9.974,0.0,85.323,19.385,69.106,13.25,190.587,193.931,12.888,3.061,62.275,25.965,88.24,14.366,143.009,121.466,99.964,14.344,17.492,193.558,118.677,14.492,25.102,0.789,90.353,4.251,0.192,9.747,0.086,0.385,0.373,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 0700H,34.954,5.595,0.914,0.946,18.522,2.519,12.489,192.266,17.455,193.529,21.415,45.046,14.296,199.283,31.063,19.743,13.774,196.034,19.718,40.008,14.049,196.03,20.015,40.401,14.003,197.011,194.443,13.074,52.228,0.0,9.973,0.0,85.247,19.403,68.952,13.249,190.625,193.91,12.883,3.063,61.417,26.637,88.054,14.335,142.967,121.355,99.966,14.313,17.455,193.529,118.738,14.456,24.987,0.799,90.554,4.198,0.181,9.195,0.088,0.361,0.378,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 0800H,34.735,5.343,0.93,0.967,19.29,2.528,12.489,192.268,17.45,193.513,21.282,45.741,14.318,199.322,31.066,19.733,13.786,196.093,19.841,40.013,14.052,196.144,20.011,40.065,14.009,196.897,194.443,13.077,52.199,0.0,9.975,0.0,85.253,19.422,70.541,13.262,190.68,193.908,12.883,3.058,61.288,26.509,87.798,14.339,143.13,121.447,99.971,14.319,17.45,193.513,119.007,14.451,24.946,0.799,90.97,4.969,0.152,9.15,0.091,0.306,0.37,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 0900H,34.84,6.622,0.939,0.992,20.039,2.517,12.492,192.271,17.47,193.555,21.077,46.781,14.369,199.425,31.076,19.737,13.818,196.195,19.827,40.012,14.075,196.257,20.226,40.072,14.038,196.968,194.481,13.093,52.606,0.0,9.976,0.0,85.319,19.429,70.715,13.279,190.745,193.92,12.887,3.052,61.68,26.022,87.703,14.372,143.37,121.738,99.977,14.354,17.47,193.555,119.36,14.47,24.956,0.794,91.476,5.017,0.127,9.474,0.093,0.256,0.355,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 1000H,34.788,7.446,0.948,1.006,20.34,2.518,12.493,192.27,17.474,193.587,21.012,47.139,14.402,199.429,31.101,19.746,13.831,196.202,19.695,40.007,14.08,196.244,20.313,40.079,14.04,197.023,194.483,13.098,52.637,0.0,9.98,0.0,85.391,19.429,70.718,13.288,190.771,193.919,12.887,3.073,61.594,26.014,87.607,14.391,143.369,122.003,99.98,14.374,17.474,193.587,119.71,14.474,24.93,0.778,92.102,4.764,0.119,9.497,0.094,0.231,0.346,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 1100H,34.788,6.405,0.937,0.997,20.187,2.526,12.492,192.258,17.469,193.574,21.014,47.136,14.405,199.406,31.11,19.753,13.83,196.181,19.72,40.005,14.086,196.236,20.292,40.075,14.034,197.03,194.462,13.093,52.609,0.0,9.983,0.0,85.419,19.418,70.708,13.284,190.748,193.905,12.885,3.082,61.641,26.229,87.87,14.391,143.199,122.201,99.978,14.374,17.469,193.574,119.538,14.469,24.807,0.746,92.097,5.085,0.122,9.641,0.093,0.257,0.336,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 1200H,35.201,6.02,0.907,0.948,19.958,2.508,12.492,192.253,17.469,193.569,20.953,47.135,14.389,199.421,31.103,19.755,13.829,196.202,19.914,40.007,14.087,196.345,20.25,40.072,14.038,197.048,194.466,13.093,52.83,0.0,9.981,0.0,85.451,19.418,70.716,13.287,190.778,193.902,12.887,3.037,62.062,26.238,88.299,14.381,143.468,121.954,99.976,14.363,17.469,193.569,118.903,14.469,24.836,0.734,91.22,5.126,0.122,9.754,0.091,0.294,0.33,Daily Generation Report_2025.08.01.xlsx,2.999
01-08-2025 1300H,35.467,7.268,0.89,0.912,19.911,2.489,12.493,192.255,17.461,193.588,20.962,47.141,14.401,199.413,31.12,19.754,13.84,196.2,19.922,40.007,14.087,196.432,20.263,40.084,14.038,196.99,194.47,13.097,52.901,0.002,9.983,0.22,85.575,19.435,70.704,13.304,190.864,193.902,12.888,3.008,62.033,26.232,88.265,14.359,143.993,121.343,99.982,14.342,17.461,193.588,118.551,14.462,25.07,0.747,90.526,4.708,0.117,9.46,0.092,0.295,0.33,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 1400H,35.322,7.387,0.891,0.914,20.216,2.499,12.493,192.254,17.448,193.6,21.029,47.146,14.423,199.37,31.145,19.757,13.848,196.161,19.716,40.003,14.092,196.371,20.315,40.106,14.028,196.89,194.448,13.096,52.671,0.006,9.988,1.295,85.783,19.443,70.704,13.315,190.925,193.894,12.886,3.04,61.745,26.513,88.258,14.344,144.214,121.061,99.074,14.328,17.448,193.6,118.667,14.448,25.151,0.754,90.53,4.566,0.116,9.235,0.093,0.278,0.332,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 1500H,35.016,6.826,0.909,0.94,20.132,2.523,12.494,192.252,17.441,193.594,21.04,47.14,14.423,199.348,31.146,19.761,13.842,196.163,19.716,40.0,14.103,196.335,20.333,40.104,14.023,196.865,194.43,13.091,52.466,0.004,9.987,2.157,85.999,19.429,70.698,13.308,190.936,193.888,12.883,3.077,61.612,26.718,88.33,14.347,143.951,121.171,99.071,14.331,17.441,193.594,118.927,14.441,25.052,0.751,90.915,5.031,0.116,9.168,0.093,0.274,0.332,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 1600H,35.209,5.821,0.896,0.929,19.255,2.508,12.524,192.36,17.476,193.636,20.986,47.131,14.424,199.463,31.12,19.769,13.862,196.291,19.953,39.998,14.146,196.501,20.32,40.077,14.055,196.966,194.549,13.121,52.552,0.001,9.976,2.111,86.118,19.397,70.701,13.312,190.966,193.996,12.914,3.06,61.691,26.608,88.299,14.376,143.781,121.488,99.979,14.358,17.476,193.636,118.794,14.476,25.039,0.736,90.813,5.227,0.126,9.189,0.091,0.313,0.33,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 1700H,35.732,6.116,0.844,0.867,18.607,2.46,12.535,192.407,17.488,193.692,20.963,46.881,14.401,199.49,31.103,19.774,13.859,196.328,19.942,39.999,14.149,196.541,20.287,40.063,14.059,196.988,194.606,13.133,52.632,0.0,9.971,2.053,86.176,19.388,70.712,13.307,190.985,194.045,12.927,3.066,61.219,26.681,87.9,14.372,144.08,121.303,99.974,14.354,17.488,193.692,118.326,14.488,25.111,0.729,90.101,4.622,0.137,9.0,0.089,0.359,0.334,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 1800H,35.626,7.069,0.813,0.833,18.267,2.467,12.502,192.295,17.435,193.642,21.143,45.855,14.32,199.281,31.098,19.776,13.794,196.153,19.651,39.998,14.078,196.299,20.279,40.06,14.0,196.82,194.457,13.085,52.174,0.0,9.971,2.041,86.251,19.386,70.709,13.266,190.92,193.932,12.893,3.096,60.625,27.264,87.889,14.313,144.163,120.898,99.974,14.293,17.435,193.642,118.174,14.435,25.035,0.739,89.886,4.492,0.143,8.646,0.087,0.381,0.339,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 1900H,35.425,6.986,0.804,0.823,18.097,2.488,12.486,192.246,17.405,193.559,21.301,45.076,14.273,199.172,31.093,19.778,13.762,196.058,19.622,39.996,14.047,196.191,20.312,40.059,13.977,196.763,194.378,13.06,51.831,0.0,9.973,2.038,86.363,19.372,70.707,13.243,190.879,193.877,12.876,3.048,60.557,27.572,88.129,14.286,144.07,120.924,99.973,14.265,17.405,193.559,118.171,14.405,24.908,0.737,89.928,5.015,0.151,8.28,0.087,0.389,0.34,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 2000H,35.553,7.11,0.804,0.821,17.743,2.472,12.486,192.249,17.413,193.529,21.316,45.078,14.283,199.216,31.092,19.778,13.774,196.094,19.891,39.995,14.073,196.301,20.319,40.064,13.99,196.813,194.401,13.065,52.083,0.0,9.971,2.039,86.482,19.364,70.7,13.239,190.829,193.886,12.877,3.019,60.714,27.176,87.89,14.293,144.05,120.882,99.969,14.272,17.413,193.529,118.196,14.413,24.94,0.736,89.847,5.267,0.162,8.223,0.087,0.397,0.34,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 2100H,35.622,6.961,0.804,0.824,17.309,2.458,12.486,192.253,17.419,193.508,21.316,45.08,14.283,199.228,31.091,19.781,13.775,196.078,19.904,39.994,14.075,196.309,20.292,40.065,13.99,196.805,194.417,13.068,52.237,0.0,9.969,2.026,86.558,19.365,70.712,13.237,190.759,193.893,12.879,3.023,60.608,26.938,87.546,14.299,143.851,120.907,99.966,14.277,17.419,193.508,118.363,14.419,24.954,0.734,89.996,4.883,0.181,8.384,0.086,0.407,0.339,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 2200H,35.582,6.124,0.795,0.815,17.177,2.46,12.485,192.251,17.408,193.497,21.32,45.08,14.272,199.193,31.09,19.784,13.761,196.023,19.617,39.994,14.051,196.157,20.294,40.061,13.976,196.722,194.398,13.063,52.022,0.0,9.969,2.018,86.608,19.365,70.726,13.233,190.764,193.888,12.877,3.029,60.319,27.218,87.538,14.293,143.591,121.028,99.963,14.271,17.408,193.497,118.289,14.408,24.868,0.731,89.979,4.574,0.188,8.115,0.085,0.409,0.34,Daily Generation Report_2025.08.01.xlsx,2.998
01-08-2025 2300H,35.542,5.452,0.786,0.801,16.811,2.472,12.485,192.251,17.398,193.508,21.319,45.077,14.265,199.18,31.09,19.782,13.756,196.012,19.573,39.994,14.05,196.098,20.307,40.057,13.972,196.697,194.382,13.058,51.85,0.0,9.968,2.021,86.655,19.36,70.722,13.228,190.78,193.884,12.876,3.044,60.435,27.411,87.846,14.285,143.544,121.016,99.962,14.263,17.398,193.508,118.262,14.398,24.87,0.725,89.945,5.032,0.189,7.866,0.085,0.408,0.34,Daily Generation Report_2025.08.01.xlsx,2.999
02-08-2025 0000H,35.628,5.029,0.77,0.782,16.164,2.369,12.457,192.151,17.36,193.506,21.479,45.073,14.266,199.131,31.092,19.779,13.751,195.999,19.927,39.994,14.063,196.186,20.294,40.055,13.969,196.703,194.28,13.033,51.81,0.0,9.969,2.029,86.706,19.351,70.735,13.197,190.708,193.78,12.847,3.052,56.524,27.868,84.393,14.255,143.056,121.01,99.962,14.233,17.36,193.506,118.26,14.359,24.859,0.713,89.929,6.979,0.193,8.231,0.085,0.418,0.339,Daily Generation Report_2025.08.01.xlsx,2.999
20-05-2025 0100H,33.985,4.91,0.875,0.913,18.204,2.373,11.901,190.137,17.261,190.877,25.486,37.277,13.869,197.714,24.493,35.807,13.385,194.559,21.028,35.35,13.666,194.118,21.725,34.536,13.469,194.884,192.517,12.524,54.809,78.183,9.965,2.198,69.597,23.378,29.018,12.645,188.575,191.789,12.279,3.059,63.14,17.515,80.655,15.541,134.04,122.775,99.961,15.513,17.261,190.877,119.884,14.26,27.879,0.472,,,,,,,,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 0200H,34.091,4.978,0.869,0.911,17.821,2.324,12.13,190.951,17.469,191.488,25.49,37.726,14.083,198.4,24.382,35.805,13.605,195.337,20.846,36.3,13.892,194.84,22.007,36.043,13.714,195.761,193.268,12.744,54.738,78.181,9.967,2.191,69.494,23.414,29.024,12.857,189.256,192.573,12.501,3.061,61.734,17.508,79.242,15.793,134.872,123.245,99.959,15.765,17.469,191.488,120.077,14.469,28.361,0.472,,,,,,,,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 0300H,34.431,4.523,0.877,0.917,17.598,2.285,12.289,191.521,17.642,192.184,25.495,38.035,14.254,198.951,24.474,35.804,13.783,195.944,21.124,36.981,14.079,195.514,22.164,37.077,13.907,196.377,193.849,12.912,55.322,78.176,9.969,2.188,69.398,23.456,29.032,13.011,189.761,193.131,12.66,2.877,62.434,16.231,78.665,15.964,135.504,123.543,99.958,15.935,17.642,192.184,120.175,14.642,28.728,0.472,,,,,,,,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 0400H,34.67,5.247,0.88,0.919,17.731,2.297,12.241,191.355,17.618,192.357,25.493,38.033,14.222,198.857,24.502,35.804,13.751,195.786,21.247,36.983,14.047,195.483,22.059,37.077,13.872,196.225,193.734,12.877,55.836,78.173,9.969,2.184,69.325,23.488,29.021,12.97,189.658,192.978,12.617,2.873,64.027,15.625,79.652,15.958,135.218,123.584,99.959,15.929,17.618,192.357,119.937,14.618,28.517,0.474,82.875,4.823,0.135,20.776,0.085,0.771,0.339,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 0500H,34.446,6.076,0.878,0.915,17.664,2.316,12.147,191.049,17.514,192.158,25.513,37.305,14.097,198.484,24.314,35.804,13.627,195.426,21.003,35.738,13.903,195.099,22.001,36.339,13.741,195.836,193.418,12.775,55.517,78.169,9.971,2.178,69.25,23.504,29.024,12.879,189.443,192.677,12.522,2.899,63.458,16.332,79.79,15.879,134.667,123.429,99.959,15.85,17.514,192.158,119.938,14.514,28.192,0.475,82.168,6.777,0.14,20.251,0.084,0.77,0.338,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 0600H,33.89,6.081,0.875,0.911,18.052,2.367,12.033,190.628,17.376,191.692,25.541,36.531,13.944,197.979,24.405,35.803,13.475,194.933,20.716,33.763,13.719,194.553,22.012,35.427,13.58,195.298,192.95,12.643,54.535,78.168,9.971,2.173,69.187,23.517,29.042,12.772,189.079,192.26,12.408,2.983,62.516,17.715,80.232,15.769,134.034,123.338,99.959,15.741,17.376,191.692,120.097,14.376,27.834,0.481,81.554,7.208,0.143,21.127,0.084,0.769,0.338,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 0700H,33.693,6.129,0.881,0.917,18.419,2.352,12.08,190.783,17.431,191.381,25.432,37.761,14.004,198.151,24.446,35.798,13.516,195.103,20.773,33.037,13.751,194.645,22.087,35.661,13.621,195.418,193.074,12.684,54.291,78.167,9.972,2.169,69.16,23.532,29.036,12.819,189.176,192.401,12.453,3.052,61.185,18.055,79.24,15.809,134.446,123.287,99.961,15.782,17.431,191.381,120.371,14.431,27.974,0.479,81.404,5.931,0.144,22.087,0.084,0.772,0.335,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 0800H,33.82,6.144,0.888,0.931,18.841,2.324,12.199,191.227,17.565,191.706,25.316,39.041,14.156,198.604,24.255,35.793,13.646,195.634,21.19,33.044,13.903,195.112,22.188,36.083,13.753,195.857,193.51,12.807,54.054,78.167,9.97,2.173,69.202,23.561,29.001,12.938,189.568,192.823,12.569,2.945,61.097,17.485,78.582,15.921,134.995,123.532,99.965,15.895,17.565,191.706,120.756,14.565,28.256,0.456,81.596,4.659,0.144,21.536,0.084,0.775,0.334,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 0900H,33.837,6.072,0.901,0.949,19.352,2.341,12.231,191.327,17.6,192.08,25.288,39.047,14.208,198.712,24.37,35.794,13.694,195.782,21.539,33.047,13.975,195.331,22.214,36.104,13.798,196.006,193.62,12.846,53.568,78.168,9.97,2.175,69.305,23.589,28.973,12.974,189.687,192.917,12.6,2.858,62.04,17.171,79.211,15.96,135.027,123.849,99.968,15.935,17.6,192.08,121.067,14.6,28.245,0.44,82.186,4.603,0.138,19.68,0.085,0.772,0.338,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1000H,33.831,5.4,0.913,0.965,19.766,2.338,12.246,191.37,17.62,192.184,25.296,39.066,14.242,198.765,24.424,35.802,13.722,195.787,21.605,33.044,14.024,195.419,22.241,36.114,13.819,196.095,193.681,12.868,53.428,78.172,9.974,2.183,69.477,23.616,28.97,12.997,189.799,192.966,12.615,2.99,62.301,16.798,79.099,15.99,135.088,124.045,99.972,15.966,17.62,192.184,121.322,14.62,28.179,0.429,82.456,6.669,0.128,16.023,0.086,0.766,0.343,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1100H,33.759,4.292,0.922,0.975,20.362,2.356,12.249,191.382,17.62,192.177,25.334,39.085,14.259,198.758,24.261,35.814,13.729,195.772,21.521,33.04,14.059,195.423,22.278,36.115,13.816,196.116,193.695,12.871,53.71,78.181,9.978,2.213,69.708,23.636,28.965,13.005,189.874,192.98,12.616,3.017,62.614,16.911,79.525,16.002,135.004,124.148,99.976,15.98,17.62,192.177,121.543,14.62,28.144,0.405,82.545,8.398,0.116,13.489,0.088,0.738,0.347,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1200H,33.804,4.585,0.915,0.961,20.061,2.317,12.208,191.227,17.583,192.099,25.309,39.083,14.21,198.647,24.349,35.824,13.691,195.656,21.534,33.043,14.023,195.357,22.294,36.108,13.78,195.99,193.545,12.827,54.686,78.181,9.974,2.218,69.81,23.624,28.975,12.956,189.717,192.834,12.576,2.926,61.177,17.142,78.319,15.977,134.586,124.283,99.972,15.954,17.583,192.099,121.246,14.583,28.01,0.397,82.934,8.519,0.111,13.754,0.09,0.699,0.349,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1300H,33.942,6.284,0.91,0.948,19.405,2.24,12.178,191.131,17.566,192.0,25.253,39.077,14.16,198.592,24.38,35.826,13.658,195.565,21.644,33.048,13.975,195.33,22.295,36.098,13.759,195.893,193.463,12.799,55.398,78.174,9.969,2.193,69.749,23.606,29.006,12.919,189.605,192.745,12.551,2.919,59.285,16.744,76.029,15.953,134.497,123.954,99.966,15.928,17.566,192.0,120.971,14.566,28.012,0.411,83.543,8.1,0.112,14.131,0.092,0.656,0.349,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1400H,34.043,7.17,0.907,0.944,19.034,2.253,12.192,191.19,17.583,191.944,25.23,39.076,14.16,198.632,24.256,35.826,13.663,195.623,21.684,33.052,13.969,195.346,22.3,36.084,13.769,195.912,193.517,12.812,55.642,78.17,9.971,2.18,69.658,23.6,29.03,12.929,189.624,192.803,12.567,2.928,60.207,16.508,76.715,15.96,134.674,123.716,99.965,15.934,17.583,191.944,120.876,14.583,28.107,0.43,84.091,8.028,0.112,13.943,0.092,0.618,0.344,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1500H,33.993,6.214,0.904,0.944,19.059,2.286,12.203,191.219,17.588,192.006,25.229,39.074,14.168,198.649,24.332,35.826,13.67,195.651,21.595,33.056,13.964,195.352,22.305,36.08,13.776,195.93,193.535,12.82,55.507,78.168,9.97,2.178,69.603,23.608,29.03,12.94,189.623,192.829,12.576,2.959,60.975,16.718,77.693,15.962,134.767,123.774,99.965,15.936,17.588,192.006,120.884,14.588,28.16,0.436,83.817,8.76,0.113,13.934,0.09,0.648,0.336,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1600H,33.967,4.725,0.906,0.942,18.992,2.327,12.21,191.252,17.595,192.034,25.223,39.073,14.178,198.687,24.368,35.826,13.677,195.635,21.557,33.058,13.97,195.392,22.316,36.08,13.783,195.963,193.572,12.828,55.245,78.166,9.97,2.177,69.579,23.615,29.029,12.947,189.648,192.862,12.583,2.98,62.151,16.898,79.049,15.975,134.807,123.823,99.963,15.948,17.595,192.034,120.965,14.595,28.234,0.431,83.197,8.708,0.115,14.423,0.088,0.715,0.333,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1700H,34.071,5.42,0.898,0.935,18.86,2.344,12.202,191.224,17.592,191.984,25.216,39.074,14.165,198.671,24.275,35.829,13.668,195.626,21.643,33.059,13.974,195.372,22.322,36.075,13.774,195.944,193.551,12.82,55.417,78.162,9.973,2.171,69.535,23.613,29.035,12.938,189.618,192.842,12.575,2.952,63.08,16.777,79.857,15.986,134.719,123.832,99.961,15.958,17.592,191.984,120.803,14.591,28.282,0.437,82.77,7.956,0.12,14.481,0.086,0.744,0.336,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1800H,34.146,5.976,0.889,0.927,18.674,2.317,12.18,191.144,17.574,191.962,25.205,39.075,14.144,198.612,24.313,35.828,13.653,195.589,21.72,33.06,13.968,195.328,22.325,36.072,13.76,195.886,193.48,12.8,55.531,78.158,9.969,2.167,69.478,23.617,29.036,12.917,189.553,192.769,12.555,2.931,62.497,16.618,79.115,15.959,134.643,123.678,99.96,15.931,17.574,191.962,120.569,14.574,28.265,0.445,82.708,8.297,0.121,14.103,0.086,0.743,0.338,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 1900H,34.221,5.126,0.884,0.921,18.336,2.321,12.173,191.124,17.571,191.932,25.2,39.076,14.136,198.598,24.355,35.825,13.647,195.533,21.67,33.06,13.955,195.291,22.337,36.069,13.754,195.866,193.466,12.794,55.524,78.153,9.965,2.163,69.419,23.621,29.044,12.91,189.528,192.753,12.549,2.928,63.103,16.312,79.415,15.937,134.517,123.495,99.96,15.909,17.571,191.932,120.44,14.571,28.26,0.447,82.78,8.412,0.122,13.882,0.086,0.742,0.336,Daily Generation Report_2025.05.20.xlsx,
20-05-2025 2000H,34.189,4.708,0.887,0.925,18.381,2.34,12.178,191.142,17.574,191.88,25.197,39.077,14.135,198.594,24.31,35.824,13.644,195.473,21.599,33.058,13.946,195.254,22.343,36.068,13.752,195.855,193.473,12.795,55.494,78.148,9.964,2.158,69.359,23.622,29.047,12.914,189.518,192.769,12.553,2.916,63.812,16.195,80.007,15.936,134.424,123.36,99.959,15.908,17.574,191.88,120.415,14.574,28.291,0.447,82.528,8.021,0.128,14.109,0.086,0.749,0.335,Daily Generation Report_2025.05.20.xlsx,
